"Filename","participant_id","block","Transcription","SentenceID","Keywords","NumKeywords","Keywords_perSet","PropKeywordsCorrect","NumKeywordsCorrect"
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","i am one hundrend percent sure that i felt the heat.","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.833333333333333,5
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","i am 100% sure that  i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.5,3
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","i am one hundred percent sure that i felt the heat.","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","i am 100 % sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.5,3
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","i am one hundred percent sure that i failed the heat.","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.833333333333333,5
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","i am 100 percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.666666666666667,4
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","i am one hundred percent certain that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.833333333333333,5
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","i am one hundred percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","i am one hundred percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,1,6
"i_am_one_hundred_percent_sure_that_i_felt_the_heat.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","i am 100 percent sure that i felt the heat","ENG_ERR_TRANSCRIPTION_BASELINE_S09","one, hundred, percent, sure, felt, heat",6,114,0.666666666666667,4
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","that told me that i should not miss the big slot.","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.75,6
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","dad told me that i should not miss the big slot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.875,7
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","dad told me that i should not mix the big slot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.75,6
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","that told me that i should not miss the week slot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","that i should not","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.25,2
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","dad told me that i should not mix the wheat flour.","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","dad told me i should not eat slime","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","that told me that i should not need to eslaught","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.5,4
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","the told  me i should not use the be","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.5,4
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","dad told me that i do not need to be","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.5,4
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","that told me i should have not seen the slot.","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.5,4
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","that told me that i should not miss the big shlot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.75,6
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","that told me that i should not use the big slob.","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","explore","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0,0
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","doc told me that i should not eat the bean slaw.","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.5,4
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","that meat that i will not be a neat sloth","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.375,3
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","slot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0,0
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","dad told me that i should not miss the big slot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.875,7
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","dad told me that i should not miss 7 o'clock","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.75,6
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","dad told me that i should not lead","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","that told me that i should not miss the big slide.","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.75,6
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","by one that his seed","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0,0
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","that told me that i should not miss ...","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"dad_told_me_that_i_should_not_miss_the_big_sloth.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","that told me that i should not use the big slot","ENG_ERR_TRANSCRIPTION_BASELINE_S02","dad, told, me, should, not, miss, big, sloth",8,114,0.625,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","it is obeous that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.6,3
"it_is_obvious_to_us_that_you_need_a_bath.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","it is obvious to us that you need a bath.","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","it is obvious to us that you need a bag","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","it is obvious to us that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","it is obvious that he used the bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.6,3
"it_is_obvious_to_us_that_you_need_a_bath.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","it was obvious","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.2,1
"it_is_obvious_to_us_that_you_need_a_bath.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","i his office we need the bag","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.2,1
"it_is_obvious_to_us_that_you_need_a_bath.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","it is obvious to us that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","in the back","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0,0
"it_is_obvious_to_us_that_you_need_a_bath.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","it was obvious was you need a bath.","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","it is obvious that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","it is obvious to us that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","it is obvious to us that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","it is obvious to us that you need a bath.","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","it is obvious to us that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","it's obvious","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.2,1
"it_is_obvious_to_us_that_you_need_a_bath.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","it is obveslav that you need a bath.","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.6,3
"it_is_obvious_to_us_that_you_need_a_bath.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","it is obvious to us that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,1,5
"it_is_obvious_to_us_that_you_need_a_bath.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","it is obvious that you need a bath","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","it is obvious to us that you need a bap","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","it is obvious that you need a bag","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.6,3
"it_is_obvious_to_us_that_you_need_a_bath.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","it is obvious to us that you need a bap.","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","it is obvious to us that you need a bag","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"it_is_obvious_to_us_that_you_need_a_bath.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","it is obvious that you need a bath.","ENG_ERR_TRANSCRIPTION_BASELINE_S13","obvious, us, you, need, bath",5,114,0.8,4
"the_man_noticed_a_small_issue_with_the_theme.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","5f3c934e9aa042bd64aee577b99eb7dfe00102c48331c5c5436e33e418a497ae","Transcription","the man noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.833333333333333,5
"the_man_noticed_a_small_issue_with_the_theme.wav","1c06ecbba73988e7ff38a0c41f40584e9c83811b795b884f78b6b18494487300","Transcription","the men notice a small issue with the thing.","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","the men notices small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","fc69a37087329e45c3ebf212bb91a9b776756b4f09e66cf7c960e0e529c2dbc7","Transcription","the men noticed a small issue with the thing.","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","the man notice a small issue","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","the men notice a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","c3abb03fcf6055d1b25eef028060e957c3a14249450fa5495d1708d8615b14d0","Transcription","thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0,0
"the_man_noticed_a_small_issue_with_the_theme.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","41a9d66b3741b9d9f97ea21b108e3bde9fe3bb1b23dc13e4328e6bd620d3dd7c","Transcription","men notices more issues with the theme.","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","fe03aab0b5f8cc1122b011984bb630100c00e1531ea7f5d346c33e579d0500ee","Transcription","the men notices more issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.333333333333333,2
"the_man_noticed_a_small_issue_with_the_theme.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","men notice a small issue with a thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","e9ecc9c6362730250e37dd44ac00e7e94259e7cafb550e1b0bcf95871a93a0b3","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","df40d187cf4c1205747b9015fb83601690b72179f3346acb6490ac453b0207b0","Transcription","the man is not a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","the men noticed a small issue with the thing.","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","the men notices more issue with the thing.","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.333333333333333,2
"the_man_noticed_a_small_issue_with_the_theme.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","the men noticed small issue about the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","ee35eda2737d15d58cca43ce1dfb4997d91ecf2f2507b8b21ee3791e1a1883a5","Transcription","the men noticed a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","this nut is a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"the_man_noticed_a_small_issue_with_the_theme.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","the men noticed a small issue with the thing.","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.666666666666667,4
"the_man_noticed_a_small_issue_with_the_theme.wav","4e8d362b03a875077768617a1d127fb40e60028daedc9cd0680bfae356970019","Transcription","the men notice a small issue with the thing","ENG_ERR_TRANSCRIPTION_BASELINE_S18","man, noticed, small, issue, with, theme",6,114,0.5,3
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","69b7b1ee099a005e34731f186cee18eeda1177e6ab8e3c36aed7a75419f1f092","Transcription","after surviving the worst of the day, she was left to weep.","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.714285714285714,5
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","465653b87722369c746839f465d96f121fd190206549bf46070620a44eb8c74c","Transcription","after the barbeque yesterday she was left too weak.","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.714285714285714,5
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f","Transcription","after the barbeque jessaday, she was left to weep","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.714285714285714,5
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","2a239225403e133baff7358cb6334bfd572cc868b19f7540d77bac016bde1fcb","Transcription","after the barbecue yesterday, she was left to weep","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,1,7
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","82557df3b7f097afc7081da826b2ac7ea94096314f4d908d20326916041c009f","Transcription","after the bar be que yesterday she was left to weep","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.857142857142857,6
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","dc95a90a7ff67cedcd698eea4e429ffe41115959f4924bf18dadc94d71f980d6","Transcription","after the bbq she was left to weep.","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.714285714285714,5
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","d4cb90e8ad0b287a2c892750cc413e469e2ff0f13eee5e5218628850e3f4e2ba","Transcription","after the barbecue yesterday she was left to with","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.857142857142857,6
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","24a26dec6546ed37e6ca81f85efee18fff9babff63f332ce0c41e6b6e7f9eb14","Transcription","after the bahbeque she was waited to wait","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.428571428571429,3
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","8a0023f7578a917b79da29f7ed06b9bb9ed6c22a657edc0e00de6f18490dffc6","Transcription","after the barbeque yesterday she was left to weep","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.857142857142857,6
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","ca374b54d3eb1c64cb6a022c131fa6ec6acb47aac32a514468ce428fc2a1c03f","Transcription","after the barbeque jesterday, she was left to feed","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.571428571428571,4
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","4f4154b1338bad6398c0c185016e2c8b7b417efe66a5d1759ba33305d9e053bd","Transcription","after the barbecue yesterday she was left to weep.","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,1,7
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","9f9bd373207fd092e825861c5f217d7c25003350fe8cfa1ccc1c91d56c0de1d0","Transcription","she was left to weep","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.571428571428571,4
"after_the_barbecue_yesterday_she_was_left_to_weep.wav","514fded993b3e5f7c9379195bd1df423e33b4ac926c509359d24341a22abb609","Transcription","she was left to weap","ENG_ERR_TRANSCRIPTION_BASELINE_S01","after, barbecue, yesterday, she, was, left, weep",7,114,0.428571428571429,3
